envelope_ID,day,month,year,siteID,species,new_taxon,project,habitat,plotNR,DURIN_plot,ageClass,DroughtTrt,DroughNet_plotID,plant_nr,leaf_nr,leaf_age,plant_height,bulk_nr_leaves,wet_mass_g,leaf_thickness_1_mm,leaf_thickness_2_mm,leaf_thickness_3_mm,dry_mass_g,stomatal_conductance(gs),spectrometry,remark,remarks_2,cutout_barcode
DEI0629,10,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Forested,2,SE_F_VV_2,,,,2,2,old,18.5,,0.0618,0.298,0.355,0.340,,,,,,
EFO8011,10,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Forested,2,SE_F_VV_2,,,,3,3,young,13.6,,0.0466,0.268,0.292,0.276,,,,,,
CXA3621,10,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Forested,1,SE_F_VV_1,,,,3,2,young,8.3,,0.0380,0.281,0.301,0.305,,,,,,
ESF3769,10,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Forested,5,SE_F_VV_5,,,,2,3,old,14.9,,0.0426,0.326,0.343,0.332,,,,,,
EVF5668,10,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Forested,5,SE_F_VV_5,,,,2,1,old,14.9,,0.0408,0.321,0.363,0.352,,,,,,
CYR2242,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Forested,3,SE_F_VV_3,,,,2,1,young,17.5,,0.0378,0.289,0.320,0.296,,,,,,
BWC0482,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,3,SE_O_VV_3,,,,2,1,old,17.5,,0.0381,0.367,0.416,0.398,,,,,,
BXV8474,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,3,SE_O_VV_3,,,,2,2,old,17.5,,0.0427,0.347,0.361,0.367,,,,,,
BXR8164,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,3,SE_O_VV_3,,,,2,3,old,17.5,,0.0480,0.344,0.397,0.398,,,,,,
BWG1277,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,3,SE_O_VV_3,,,,2,3,young,17.5,,0.0349,0.287,0.317,0.320,,,,,,
BOG3921,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,3,SE_O_VV_3,,,,2,2,young,17.5,,0.0346,0.293,0.305,0.316,,,,,,
CYN3539,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,3,SE_O_VV_3,,,,1,1,young,18.3,,0.0444,0.328,0.358,0.370,,,,,,
BNU3922,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,3,SE_O_VV_3,,,,1,3,young,18.3,,0.0397,0.336,0.344,0.322,,,,,,
BNZ4109,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,3,SE_O_VV_3,,,,1,2,young,18.3,,0.0443,0.332,0.323,0.335,,,,,,
BNR0046,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,3,SE_O_VV_3,,,,1,3,old,18.3,,0.0500,0.382,0.426,0.417,,,,,,
BNQ2366,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,3,SE_O_VV_3,,,,1,2,old,18.3,,0.0526,0.382,0.410,0.419,,,,,,
CYJ1317,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,3,SE_O_VV_3,,,,3,1,young,18.4,,0.0295,0.273,0.287,0.286,,,,,,
CZH6003,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,5,SE_O_VV_5,,,,1,1,young,15.5,,0.0330,0.278,0.359,0.369,,,,,,
BRL8533,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,5,SE_O_VV_5,,,,1,2,young,15.5,,0.0322,0.297,0.353,0.347,,,,,,
BRH5276,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,5,SE_O_VV_5,,,,1,3,young,15.5,,0.0369,0.345,0.364,0.346,,,,,,
BWM2473,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,5,SE_O_VV_5,,,,1,1,old,15.5,,0.0976,0.461,0.500,0.487,,,,,,
DAM1823,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,4,SE_O_VV_4,,,,2,2,young,20.4,,0.0484,0.339,0.326,0.357,,,,,,
EVA9626,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,4,SE_O_VV_4,,,,2,1,young,20.4,,0.0496,0.316,0.333,0.350,,,,,,
CDJ7404,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Forested,4,SE_F_VV_4,,,,2,3,young,20.4,,0.0508,0.311,0.347,0.337,,,,,,
DDA8749,10,July,2023,Senje,Empetrum nigrum,,Field - Traits,Forested,1,SE_F_EN_1,,,,1,2,young,19.2,4,0.0105,0.274,0.266,0.261,,,,,,
ETR7033,10,July,2023,Senje,Empetrum nigrum,,Field - Traits,Forested,1,SE_F_EN_1,,,,1,1,young,19.2,5,0.0121,0.273,0.313,0.283,,,,,,
DEP3538,10,July,2023,Senje,Empetrum nigrum,,Field - Traits,Forested,1,SE_F_EN_1,,,,3,3,young,18.7,5,0.0126,0.247,0.255,0.248,,,,,,
EUR3146,10,July,2023,Senje,Empetrum nigrum,,Field - Traits,Forested,1,SE_F_EN_1,,,,3,1,old,18.7,5,0.0163,0.306,0.332,0.325,,,,,,
DEG4324,10,July,2023,Senje,Empetrum nigrum,,Field - Traits,Forested,1,SE_F_EN_1,,,,3,3,old,18.7,5,0.0170,0.333,0.344,0.335,,,,,,
DEK6274,10,July,2023,Senje,Empetrum nigrum,,Field - Traits,Forested,1,SE_F_EN_1,,,,3,2,old,18.7,5,0.0135,0.324,0.279,0.280,,,,,,
EVV6031,10,July,2023,Senje,Empetrum nigrum,,Field - Traits,Forested,5,SE_F_EN_5,,,,2,3,young,15.8,5,0.0116,0.257,0.255,0.286,,,,,,
EWC3495,10,July,2023,Senje,Empetrum nigrum,,Field - Traits,Forested,4,SE_F_EN_4,,,,3,1,old,21.4,5,0.0196,0.306,0.338,0.314,,,,,,
EWG0667,10,July,2023,Senje,Empetrum nigrum,,Field - Traits,Forested,4,SE_F_EN_4,,,,3,3,old,21.4,5,0.0081,0.291,0.293,0.285,,,,,,
ERX0059,10,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Forested,5,SE_F_VV_5,,,,2,2,young,14.9,,0.0259,0.243,0.299,0.281,,,,,,
ESB1015,10,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Forested,5,SE_F_VV_5,,,,2,1,young,14.9,,0.0320,0.264,0.285,0.288,,,,,,
EUX7365,10,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Forested,5,SE_F_VV_5,,,,3,1,old,17.2,,0.0468,0.298,0.352,0.365,,,,,,
DEQ6746,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Forested,4,SE_F_VV_4,,,,2,1,old,20.4,,0.0589,0.376,0.352,0.372,,,,,,
CYB0877,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,4,SE_O_VV_4,,,,3,1,young,11.5,,0.0508,0.339,0.373,0.382,,,,,,
BNF5199,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,4,SE_O_VV_4,,,,3,3,old,11.5,,0.0395,0.362,0.378,0.403,,,,,,
BNJ0126,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,4,SE_O_VV_4,,,,3,2,old,11.5,,0.0386,0.405,0.427,0.403,,,,,,
BNI0747,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,4,SE_O_VV_4,,,,3,1,old,11.5,,0.0280,0.352,0.368,0.361,,,,,,
BNY8285,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,1,SE_O_VV_1,,,,2,3,old,18.0,,0.0404,0.350,0.407,0.397,,,,,,
BOC1564,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,1,SE_O_VV_1,,,,2,2,old,18.0,,0.0423,0.366,0.386,0.418,,,,,,
BOD1249,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,1,SE_O_VV_1,,,,2,1,old,18.0,,0.0380,0.333,0.422,0.424,,,,,,
DCL7977,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,1,SE_O_VV_1,,,,2,1,young,18.0,,0.0314,0.339,0.301,0.317,,,,,,
BOH6562,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,1,SE_O_VV_1,,,,2,3,young,18.0,,0.0351,0.300,0.341,0.340,,,,,,
BOL8600,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,1,SE_O_VV_1,,,,2,2,young,18.0,,0.0310,0.225,0.322,0.323,,,,,,
EVI4590,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,4,SE_O_VV_4,,,,1,1,young,16.8,,0.0409,0.289,0.306,0.290,,,,,,
BXU2793,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,1,SE_O_VV_1,,,,1,3,old,14.6,,0.0408,0.409,0.417,0.424,,,,,,
BRT1110,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,2,SE_O_VV_2,,,,2,2,old,16.0,,0.0327,0.326,0.347,0.370,,,,,,
BWA5969,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,4,SE_O_VV_4,,,,1,2,young,12.3,,0.0227,0.298,0.305,0.334,,,,,,
BRP5090,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,2,SE_O_VV_2,,,,2,3,old,16.0,,0.0403,0.367,0.412,0.427,,,,,,
BRX7276,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,2,SE_O_VV_2,,,,2,1,old,16.0,,0.0321,0.313,0.359,0.389,,,,,,
BWQ7205,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Forested,4,SE_F_VV_4,,,,3,3,old,17.4,,0.0493,0.364,0.382,0.384,,,,,,
DEU1223,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,2,SE_O_VV_2,,,,2,1,young,16.0,,0.0402,0.287,0.296,0.304,,,,,,
DEM4969,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,2,SE_O_VV_2,,,,3,1,young,12.4,,0.0462,0.336,0.336,0.321,,,,,,
CZO1496,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,2,SE_O_VV_2,,,,2,2,young,16.0,,0.0443,0.270,0.296,0.315,,,,,,
BSB4505,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,2,SE_O_VV_2,,,,2,3,young,16.0,,0.0354,0.220,0.260,0.265,,,,,,
BSE7402,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,2,SE_O_VV_2,,,,1,2,young,13.8,,0.0411,0.269,0.318,0.305,,,,,,
EVE4650,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,2,SE_O_VV_2,,,,1,1,young,13.8,,0.0418,0.275,0.328,0.327,,,,,,
CBK2808,12,July,2023,Senje,Empetrum nigrum,,Field - Traits,Open,1,SE_O_EN_1,,,,2,1,young,16.9,5,0.0108,0.233,0.291,0.241,,,,,,
CAY4148,12,July,2023,Senje,Empetrum nigrum,,Field - Traits,Open,1,SE_O_EN_1,,,,2,3,young,16.9,5,0.0112,0.244,0.242,0.249,,,,,,
BZG2114,12,July,2023,Senje,Empetrum nigrum,,Field - Traits,Open,4,SE_O_EN_4,,,,1,2,young,10.5,5,0.0123,0.231,0.245,0.232,,,,,,
BZC3497,12,July,2023,Senje,Empetrum nigrum,,Field - Traits,Open,4,SE_O_EN_4,,,,1,3,young,10.5,5,0.0101,0.207,0.230,0.284,,,,,,
DAI1197,11,July,2023,Senje,Empetrum nigrum,,Field - Traits,Forested,4,SE_F_VV_4,,,,2,2,old,20.4,,0.0517,0.368,0.385,0.396,,,,,,
DAE4676,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Forested,4,SE_F_VV_4,,,,2,3,old,20.4,,0.0573,0.345,0.363,0.366,,,,,,
BWK6932,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,3,SE_O_VV_3,,,,3,3,old,18.5,,0.0443,0.369,0.395,0.374,,,,,,
BWO7154,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,3,SE_O_VV_3,,,,3,2,old,18.5,,0.0581,0.366,0.406,0.386,,,,,,
BWS6405,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,3,SE_O_VV_3,,,,3,1,old,18.5,,0.0509,0.339,0.366,0.355,,,,,,
CDF2530,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,3,SE_O_VV_3,,,,3,3,young,18.5,,0.0296,0.254,0.255,0.285,,,,,,
BWW0594,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,3,SE_O_VV_3,,,,3,2,young,18.5,,0.0319,0.291,0.302,0.285,,,,,,
BNV4322,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,3,SE_O_VV_3,,,,1,1,old,18.3,,0.0547,0.446,0.431,0.398,,,,,,
BNB9068,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,5,SE_O_VV_5,,,,3,3,old,16.2,,0.0890,0.492,0.507,0.512,,,,,,
BNE2633,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,5,SE_O_VV_5,,,,3,2,old,16.2,,0.0887,0.459,0.464,0.446,,,,,,
BNA0371,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,5,SE_O_VV_5,,,,3,1,old,16.2,,0.0996,0.452,0.482,0.484,,,,,,
DCT5208,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,5,SE_O_VV_5,,,,3,1,young,16.2,,0.0556,0.303,0.348,0.357,,,,,,
BMX3209,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,5,SE_O_VV_5,,,,3,3,young,16.2,,0.0505,0.302,0.326,0.334,,,,,,
BXQ5813,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,5,SE_O_VV_5,,,,2,2,young,17.6,,0.0415,0.301,0.319,0.319,,,,,,
BXA4824,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,5,SE_O_VV_5,,,,2,3,old,17.6,,0.0612,0.389,0.351,0.380,,,,,,
BXE5913,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,5,SE_O_VV_5,,,,2,2,old,17.6,,0.0631,0.376,0.379,0.377,,,,,,
BXI6418,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,5,SE_O_VV_5,,,,2,1,old,17.6,,0.0561,0.374,0.359,0.369,,,,,,
BMW0694,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,5,SE_O_VV_5,,,,3,2,young,16.2,,0.0598,0.354,0.338,0.350,,,,,,
BWE8892,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,5,SE_O_VV_5,,,,1,3,old,15.5,,0.0881,0.468,0.513,0.516,,,,,,
BWI1683,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,5,SE_O_VV_5,,,,1,2,old,15.5,,0.0965,0.446,0.500,0.478,,,,,,
CZL5794,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,5,SE_O_VV_5,,,,2,1,young,17.6,,0.0483,0.316,0.304,0.319,,,,,,
BXM1113,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,5,SE_O_VV_5,,,,2,3,young,17.6,,0.0508,0.302,0.303,0.329,,,,,,
BNN0217,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,4,SE_O_VV_4,,,,3,3,young,11.5,,0.0450,0.350,0.367,0.383,,,,,,
BNM3036,11,July,2023,Senje,Vaccinium vitis-idaea,,Field - Traits,Open,4,SE_O_VV_4,,,,3,2,young,11.5,,0.0468,0.255,0.345,0.371,,,,,,
CCA3278,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,3,KA_O_EN_3,,,,3,1,young,12.7,5,0.0046,0.259,0.260,0.244,,,,,,
CBW4861,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,3,KA_O_EN_3,,,,3,2,young,12.7,5,0.0059,0.233,0.282,0.271,,,,,,
CBS8273,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,3,KA_O_EN_3,,,,3,3,young,12.7,5,0.0051,0.317,0.273,0.297,,,,,,
CBO8937,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,3,KA_O_EN_3,,,,3,1,old,12.7,5,0.0084,0.342,0.372,0.355,,,,,,
CFC9504,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,3,KA_O_EN_3,,,,3,2,old,12.7,5,0.0083,0.305,0.342,0.301,,,,,,
CEY6630,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,3,KA_O_EN_3,,,,3,3,old,12.7,5,0.0091,0.374,0.368,0.352,,,,,,
CCQ4865,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,2,KA_O_EN_2,,,,1,3,young,14.7,5,0.0054,0.2180,0.224,0.257,,,,,,
CCY8730,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,2,KA_O_EN_2,,,,1,1,young,14.7,5,0.0052,0.221,0.207,0.196,,,,,,
CCU1348,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,2,KA_O_EN_2,,,,1,2,young,14.7,5,0.0048,0.263,0.215,0.225,,,,,,
CCM1190,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,2,KA_O_EN_2,,,,1,1,old,14.7,5,0.0072,0.283,0.268,0.281,,,,,,
CCI3735,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,2,KA_O_EN_2,,,,1,2,old,14.7,5,0.0089,0.259,0.263,0.313,,,,,,
CCE5371,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,2,KA_O_EN_2,,,,1,3,old,14.7,5,0.0090,0.285,0.195,0.269,,,,,,
CDD5589,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,3,KA_O_EN_3,,,,1,3,young,9.8,5,0.0054,0.283,0.215,0.226,,,,,,
CBU5899,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,3,KA_O_EN_3,,,,1,1,old,9.8,5,0.0079,0.298,0.313,0.311,,,,,,
CBQ5062,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,3,KA_O_EN_3,,,,1,2,old,9.8,5,0.0078,0.347,0.326,0.313,,,,,,
CDD5589,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,3,KA_O_EN_3,,,,1,3,old,9.8,5,0.0084,0.3380,0.300,0.299,,,,,,
CEI5214,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,5,KA_O_EN_5,,,,3,1,old,9.6,5,0.0108,0.290,0.303,0.270,,,,,,
CDW5948,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,5,KA_O_EN_5,,,,2,1,young,14.7,5,0.0052,0.202,0.108,NA,,,,Leaves got crushed for second measurement,,
CDS6034,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,5,KA_O_EN_5,,,,2,2,young,14.7,5,0.0055,0.209,0.167,0.190,,,,,,
CDO3774,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,5,KA_O_EN_5,,,,2,3,young,14.7,5,0.0060,0.197,0.194,0.196,,,,,,
BZF4122,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,5,KA_O_EN_5,,,,2,1,old,14.7,5,0.0089,0.274,0.231,0.273,,,,,,
BZB4662,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,5,KA_O_EN_5,,,,2,2,old,14.7,5,0.0113,0.255,0.252,0.295,,,,,,
DFS7076,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,5,KA_O_EN_5,,,,2,3,old,14.7,5,0.0107,0.239,0.276,0.271,,,,,,
CEA2127,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,5,KA_O_EN_5,,,,3,3,old,9.6,5,0.0102,0.245,0.273,0.238,,,,,,
CEU2008,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,5,KA_O_EN_5,,,,3,1,young,9.6,5,0.0039,0.073,0.160,NA,,,,4/5 leaves crushed,,
CEM5117,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,5,KA_O_EN_5,,,,3,3,young,9.6,5,0.0058,0.217,0.216,0.217,,,,,,
CEQ0857,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,5,KA_O_EN_5,,,,3,2,young,9.6,5,0.0056,0.175,0.233,0.211,,,,,,
CCC5713,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,3,KA_O_EN_3,,,,1,1,young,9.8,5,0.0052,0.208,0.146,0.209,,,,,,
CBY1985,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,3,KA_O_EN_3,,,,1,2,young,9.8,5,0.0047,0.184,0.198,0.169,,,,,,
CCR0617,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,4,KA_O_EN_4,,,,2,3,young,9.5,5,0.0050,0.080,0.770,0.080,,,,leaves crushed,,
CCN0876,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,4,KA_O_EN_4,,,,2,1,old,9.5,5,0.0068,0.270,0.223,0.231,,,,,,
CCJ9455,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,4,KA_O_EN_4,,,,2,2,old,9.5,5,0.0072,0.244,0.262,0.276,,,,,,
CCF3819,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,4,KA_O_EN_4,,,,2,3,old,9.5,5,0.0070,0.229,0.231,0.235,,,,,,
CCB1285,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,1,KA_O_EN_1,,,,1,1,young,11.3,5,0.0080,0.217,0.262,0.242,,,,,,
CCZ3177,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,4,KA_O_EN_4,,,,2,1,young,9.5,5,0.0053,0.191,0.120,NA,,,,leaves crushed,,
CCV1456,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,4,KA_O_EN_4,,,,2,2,young,9.5,5,0.0046,0.171,0.103,0.210,,,,,,
CBP4710,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,1,KA_O_EN_1,,,,1,1,old,11.3,5,0.0130,0.315,0.316,0.277,,,,,,
CDC0977,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,1,KA_O_EN_1,,,,1,3,old,11.3,5,0.0126,0.263,0.275,0.288,,,,,,
CBX4771,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,1,KA_O_EN_1,,,,1,2,young,11.3,5,0.0084,0.241,0.254,0.239,,,,,,
CBT5234,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,1,KA_O_EN_1,,,,1,3,young,11.3,5,0.0085,0.237,0.246,0.212,,,,,,
CDG1406,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,1,KA_O_EN_1,,,,1,2,old,11.3,5,0.0119,0.317,0.286,0.282,,,,,,
DFY0630,17,July,2023,Kautokeino,Vaccinium vitis-idaea,,Field - Traits,Forested,5,KA_F_VV_5,,,,3,2,old,19.0,,0.0760,0.403,0.402,0.378,,,,,,
DJD4991,17,July,2023,Kautokeino,Vaccinium vitis-idaea,,Field - Traits,Forested,5,KA_F_VV_5,,,,3,3,old,19.0,,0.0694,0.413,0.431,0.412,,,,,,
DIB8190,17,July,2023,Kautokeino,Vaccinium vitis-idaea,,Field - Traits,Forested,5,KA_F_VV_5,,,,3,1,young,19.0,,0.0301,0.326,0.337,0.327,,,,,,
DHX5039,17,July,2023,Kautokeino,Vaccinium vitis-idaea,,Field - Traits,Forested,5,KA_F_VV_5,,,,3,2,young,19.0,,0.0410,0.342,0.346,0.339,,,,,,
DHT2381,17,July,2023,Kautokeino,Vaccinium vitis-idaea,,Field - Traits,Forested,5,KA_F_VV_5,,,,3,3,young,19.0,,0.0350,0.330,0.328,0.337,,,,,,
DJB0096,17,July,2023,Kautokeino,Vaccinium vitis-idaea,,Field - Traits,Forested,2,KA_F_VV_2,,,,2,2,old,16.1,,0.0358,0.391,0.386,0.402,,,,,,
DJF1622,17,July,2023,Kautokeino,Vaccinium vitis-idaea,,Field - Traits,Forested,2,KA_F_VV_2,,,,2,3,old,16.1,,0.0425,0.345,0.350,0.349,,,,,,
DJV0735,17,July,2023,Kautokeino,Vaccinium vitis-idaea,,Field - Traits,Forested,2,KA_F_VV_2,,,,2,1,young,16.1,,0.0234,0.270,0.269,0.281,,,,,,
DJR7772,17,July,2023,Kautokeino,Vaccinium vitis-idaea,,Field - Traits,Forested,2,KA_F_VV_2,,,,2,2,young,16.1,,0.0223,0.292,0.288,0.298,,,,,,
DJJ4588,17,July,2023,Kautokeino,Vaccinium vitis-idaea,,Field - Traits,Forested,2,KA_F_VV_2,,,,2,3,young,16.1,,0.0257,0.274,0.287,0.294,,,,,,
ERH1184,17,July,2023,Kautokeino,Vaccinium vitis-idaea,,Field - Traits,Forested,3,KA_F_VV_3,,,,2,2,old,10.2,,0.0423,0.392,0.402,0.405,,,,,,
ERL3710,17,July,2023,Kautokeino,Vaccinium vitis-idaea,,Field - Traits,Forested,3,KA_F_VV_3,,,,2,3,old,10.2,,0.0462,0.383,0.414,0.404,,,,,,
BZA7321,17,July,2023,Kautokeino,Vaccinium vitis-idaea,,Field - Traits,Forested,1,KA_F_VV_1,,,,3,1,young,8.2,,0.0311,0.377,0.365,0.376,,,,,,
EQY0207,17,July,2023,Kautokeino,Vaccinium vitis-idaea,,Field - Traits,Forested,3,KA_F_VV_3,,,,1,3,old,17.0,,0.0320,0.329,0.391,0.374,,,,,,
EQU5626,17,July,2023,Kautokeino,Vaccinium vitis-idaea,,Field - Traits,Forested,3,KA_F_VV_3,,,,1,2,old,17.0,,0.0381,0.351,0.380,0.363,,,,,,
CEE8136,17,July,2023,Kautokeino,Empetrum nigrum,,Field - Traits,Open,5,KA_O_EN_5,,,,3,2,old,9.6,4,0.0090,0.300,0.294,0.350,,,,,,
EQE5684,17,July,2023,Kautokeino,Vaccinium vitis-idaea,,Field - Traits,Forested,3,KA_F_VV_3,,,,1,1,old,17.0,,0.0181,0.309,0.285,0.301,,,,,,
DJK0913,17,July,2023,Kautokeino,Vaccinium vitis-idaea,,Field - Traits,Forested,4,KA_F_VV_4,,,,3,2,young,16.0,,0.0249,0.282,0.310,0.316,,,,,,
EQF7823,17,July,2023,Kautokeino,Vaccinium vitis-idaea,,Field - Traits,Forested,3,KA_F_VV_3,,,,3,3,young,15.5,,0.0253,0.301,0.296,0.289,,,,,,
DJO5419,17,July,2023,Kautokeino,Vaccinium vitis-idaea,,Field - Traits,Forested,4,KA_F_VV_4,,,,3,3,young,16.0,,0.0247,0.299,0.313,0.334,,,,,,
DKJ0886,17,July,2023,Kautokeino,Vaccinium vitis-idaea,,Field - Traits,Forested,4,KA_F_VV_4,,,,1,2,old,18.5,,0.0654,0.398,0.419,0.408,,,,,,
